record_id;turbine_id;date;generated_energy_kwh;operating_hours;inactive_hours;year;temperature_c
P001_0389;T001;2024-01-24;4050.51;22.79;1.21;2024;31.36
P001_0390;T001;2024-01-25;498.12;21.45;2.55;2024;30.78
P001_0391;T001;2024-01-26;16.93;21.42;2.58;2024;27.65
P001_0392;T001;2024-01-27;4832.08;22.22;1.78;2024;31.73
P001_0393;T001;2024-01-28;1017.72;21.38;2.62;2024;25.73
P001_0394;T001;2024-01-29;4737.79;22.52;1.48;2024;27.84
P001_0395;T001;2024-01-30;42.17;22.55;1.45;2024;25.44
P001_0396;T001;2024-01-31;507.61;21.66;2.34;2024;33.52
P001_0397;T001;2024-02-01;1067.7;16.94;7.06;2024;26.53
P001_0398;T001;2024-02-02;1361.14;20.34;3.66;2024;24.28
P001_0399;T001;2024-02-03;833.37;22.49;1.51;2024;25.29
P001_0400;T001;2024-02-04;2529.95;21.76;2.24;2024;28.91
P001_0401;T001;2024-02-05;253.28;21.44;2.56;2024;26.82
P001_0402;T001;2024-02-06;1293.36;22.8;1.2;2024;28.78
P001_0403;T001;2024-02-07;1696.49;21.4;2.6;2024;29.47
P001_0404;T001;2024-02-08;2437.57;18.85;5.15;2024;29.78
P001_0405;T001;2024-02-09;2991.48;19.81;4.19;2024;28.94
P001_0406;T001;2024-02-10;302.8;22.68;1.32;2024;25.86
P001_0407;T001;2024-02-11;125.97;21.8;2.2;2024;26.81
P001_0408;T001;2024-02-12;5930.06;22.82;1.18;2024;26.86
P001_0409;T001;2024-02-13;2355.14;20.64;3.36;2024;26.24
P001_0410;T001;2024-02-14;620.77;21.54;2.46;2024;30.24
P001_0411;T001;2024-02-15;7713.55;20.71;3.29;2024;25.93
P001_0412;T001;2024-02-16;2051.04;20.61;3.39;2024;28.58
P001_0413;T001;2024-02-17;4542.15;18.99;5.01;2024;28.09
P001_0414;T001;2024-02-18;2013.19;21.6;2.4;2024;28.98
P001_0415;T001;2024-02-19;10425.38;21.41;2.59;2024;30.46
P001_0416;T001;2024-02-20;8026.06;21.76;2.24;2024;29.53
P001_0417;T001;2024-02-21;1749.53;22.54;1.46;2024;29.15
P001_0418;T001;2024-02-22;5345.04;22.65;1.35;2024;28.98
P001_0419;T001;2024-02-23;3671.23;20.88;3.12;2024;28.93
P001_0420;T001;2024-02-24;6577.03;19.18;4.82;2024;26.33
P001_0421;T001;2024-02-25;875.45;21.5;2.5;2024;27.04
P001_0422;T001;2024-02-26;4619.18;22.86;1.14;2024;28.83
P001_0423;T001;2024-02-27;6260.32;20.71;3.29;2024;30.76
P001_0424;T001;2024-02-28;236.32;20.68;3.32;2024;25.3
P001_0425;T001;2024-02-29;772.11;22.69;1.31;2024;25.03
P001_0426;T001;2024-03-01;125.79;22.08;1.92;2024;23.6
P001_0427;T001;2024-03-02;2213.42;22.42;1.58;2024;24.55
P001_0428;T001;2024-03-03;5788.81;21.1;2.9;2024;22.97
P001_0429;T001;2024-03-04;11785.03;21.28;2.72;2024;22.0
P001_0430;T001;2024-03-05;3674.13;22.08;1.92;2024;20.07
P001_0431;T001;2024-03-06;10398.24;20.74;3.26;2024;22.03
P001_0432;T001;2024-03-07;740.05;22.72;1.28;2024;22.29
P001_0433;T001;2024-03-08;412.59;20.02;3.98;2024;23.48
P001_0434;T001;2024-03-09;3624.96;22.45;1.55;2024;21.61
P001_0435;T001;2024-03-10;4744.52;21.36;2.64;2024;22.33
P001_0436;T001;2024-03-11;4138.47;22.34;1.66;2024;21.64
P001_0437;T001;2024-03-12;267.78;21.38;2.62;2024;23.64
P001_0438;T001;2024-03-13;4611.89;22.82;1.18;2024;23.89
P001_0439;T001;2024-03-14;1093.77;20.79;3.21;2024;20.76
P001_0440;T001;2024-03-15;8271.08;22.79;1.21;2024;21.65
P001_0441;T001;2024-03-16;6409.86;21.68;2.32;2024;22.32
P001_0442;T001;2024-03-17;1866.72;19.45;4.55;2024;22.5
P001_0443;T001;2024-03-18;3096.95;22.69;1.31;2024;21.66
P001_0444;T001;2024-03-19;1801.68;21.93;2.07;2024;24.12
P001_0445;T001;2024-03-20;4829.75;19.85;4.15;2024;22.0
P001_0446;T001;2024-03-21;11231.5;22.79;1.21;2024;22.53
P001_0447;T001;2024-03-22;2372.76;22.61;1.39;2024;23.21
P001_0448;T001;2024-03-23;8975.13;22.56;1.44;2024;20.76
P001_0449;T001;2024-03-24;3903.51;21.87;2.13;2024;21.16
P001_0450;T001;2024-03-25;3525.32;22.38;1.62;2024;21.2
P001_0451;T001;2024-03-26;5939.49;21.45;2.55;2024;20.55
P001_0452;T001;2024-03-27;2608.4;22.62;1.38;2024;20.16
P001_0453;T001;2024-03-28;4071.05;20.9;3.1;2024;23.73
P001_0454;T001;2024-03-29;2431.11;21.31;2.69;2024;22.58
P001_0455;T001;2024-03-30;22706.03;20.97;3.03;2024;26.75
P001_0456;T001;2024-03-31;6233.2;19.64;4.36;2024;24.97
P001_0457;T001;2024-04-01;4450.92;22.64;1.36;2024;19.86
P001_0458;T001;2024-04-02;8757.26;22.88;1.12;2024;17.18
P001_0459;T001;2024-04-03;6967.45;21.62;2.38;2024;16.31
P001_0460;T001;2024-04-04;6756.96;20.48;3.52;2024;15.65
P001_0461;T001;2024-04-05;12929.41;22.29;1.71;2024;15.54
P001_0462;T001;2024-04-06;13612.92;22.66;1.34;2024;24.29
P001_0463;T001;2024-04-07;5805.4;21.36;2.64;2024;21.25
P001_0464;T001;2024-04-08;5888.86;22.29;1.71;2024;14.66
P001_0465;T001;2024-04-09;8160.56;20.91;3.09;2024;18.68
P001_0466;T001;2024-04-10;1086.42;21.84;2.16;2024;19.89
P001_0467;T001;2024-04-11;2767.8;22.9;1.1;2024;19.16
P001_0468;T001;2024-04-12;23380.85;22.98;1.02;2024;22.34
P001_0469;T001;2024-04-13;26769.74;21.7;2.3;2024;21.58
P001_0470;T001;2024-04-14;8650.01;19.81;4.19;2024;14.36
P001_0471;T001;2024-04-15;16882.15;22.6;1.4;2024;20.94
P001_0472;T001;2024-04-16;13200.14;21.86;2.14;2024;18.15
P001_0473;T001;2024-04-17;48289.64;21.58;2.42;2024;20.69
P001_0474;T001;2024-04-18;21368.02;22.78;1.22;2024;22.02
P001_0475;T001;2024-04-19;9962.42;21.17;2.83;2024;18.76
P001_0476;T001;2024-04-20;5923.6;21.94;2.06;2024;17.19
P001_0477;T001;2024-04-21;3652.72;21.08;2.92;2024;20.74
P001_0478;T001;2024-04-22;14098.96;22.31;1.69;2024;16.05
P001_0479;T001;2024-04-23;7748.79;21.5;2.5;2024;16.93
P001_0480;T001;2024-04-24;4846.24;22.76;1.24;2024;15.32
P001_0481;T001;2024-04-25;7495.01;20.5;3.5;2024;15.89
P001_0482;T001;2024-04-26;5518.06;20.83;3.17;2024;20.1
P001_0483;T001;2024-04-27;27020.23;19.68;4.32;2024;20.52
P001_0484;T001;2024-04-28;20485.3;20.48;3.52;2024;17.24
P001_0485;T001;2024-04-29;11593.09;18.03;5.97;2024;15.26
P001_0486;T001;2024-04-30;28535.98;21.75;2.25;2024;20.54
P001_0487;T001;2024-05-01;15042.93;20.46;3.54;2024;16.88
P001_0488;T001;2024-05-02;8404.41;22.36;1.64;2024;12.05
P001_0489;T001;2024-05-03;32432.1;22.09;1.91;2024;14.47
P001_0490;T001;2024-05-04;21082.85;22.87;1.13;2024;15.29
P001_0491;T001;2024-05-05;9043.73;22.92;1.08;2024;18.05
P001_0492;T001;2024-05-06;13797.48;22.77;1.23;2024;16.01
P001_0493;T001;2024-05-07;10087.24;21.78;2.22;2024;16.63
P001_0494;T001;2024-05-08;6301.33;22.1;1.9;2024;19.2
P001_0495;T001;2024-05-09;25398.59;22.86;1.14;2024;12.36
P001_0496;T001;2024-05-10;36167.68;20.0;4.0;2024;15.51
P001_0497;T001;2024-05-11;8018.81;21.61;2.39;2024;14.29
P001_0498;T001;2024-05-12;23707.25;21.4;2.6;2024;15.69
P001_0499;T001;2024-05-13;12753.76;22.62;1.38;2024;16.89
P001_0500;T001;2024-05-14;14436.69;22.8;1.2;2024;12.38
P001_0501;T001;2024-05-15;11792.13;21.07;2.93;2024;16.32
P001_0502;T001;2024-05-16;10937.61;21.93;2.07;2024;13.37
P001_0503;T001;2024-05-17;19517.63;22.92;1.08;2024;14.47
P001_0504;T001;2024-05-18;12046.31;20.94;3.06;2024;15.48
P001_0505;T001;2024-05-19;22301.63;22.59;1.41;2024;14.47
P001_0506;T001;2024-05-20;18937.53;22.64;1.36;2024;16.29
P001_0507;T001;2024-05-21;16304.4;22.5;1.5;2024;14.24
P001_0508;T001;2024-05-22;12150.0;22.49;1.51;2024;16.47
P001_0509;T001;2024-05-23;14318.41;21.93;2.07;2024;13.81
P001_0510;T001;2024-05-24;26130.05;20.59;3.41;2024;14.16
P001_0511;T001;2024-05-25;25862.29;21.99;2.01;2024;14.66
P001_0512;T001;2024-05-26;12393.31;22.68;1.32;2024;14.13
P001_0513;T001;2024-05-27;23246.54;22.39;1.61;2024;13.45
P001_0514;T001;2024-05-28;30926.04;22.1;1.9;2024;13.0
P001_0515;T001;2024-05-29;8118.11;22.24;1.76;2024;15.07
P001_0516;T001;2024-05-30;26045.5;21.74;2.26;2024;15.46
P001_0517;T001;2024-05-31;13908.61;20.41;3.59;2024;18.52
P001_0518;T001;2024-06-01;31674.33;22.34;1.66;2024;10.99
P001_0519;T001;2024-06-02;21973.34204978829;20.7;3.3;2024;11.79
P001_0520;T001;2024-06-03;7377.89;19.7;4.3;2024;12.79
P001_0521;T001;2024-06-04;8908.73;21.89;2.11;2024;15.95
P001_0522;T001;2024-06-05;22898.36;21.05;2.95;2024;12.87
P001_0523;T001;2024-06-06;26458.94;21.78;2.22;2024;15.09
P001_0524;T001;2024-06-07;12393.65;21.17;2.83;2024;11.79
P001_0525;T001;2024-06-08;32439.86;22.35;1.65;2024;14.08
P001_0526;T001;2024-06-09;8035.43;20.48;3.52;2024;11.64
P001_0527;T001;2024-06-10;21544.08;21.52;2.48;2024;12.82
P001_0528;T001;2024-06-11;12822.67;22.79;1.21;2024;12.34
P001_0529;T001;2024-06-12;14538.19;19.86;4.14;2024;12.84
P001_0530;T001;2024-06-13;22554.81;19.47;4.53;2024;12.48
P001_0531;T001;2024-06-14;14394.68;22.82;1.18;2024;11.8
P001_0532;T001;2024-06-15;20258.58;21.36;2.64;2024;12.15
P001_0533;T001;2024-06-16;34392.29;21.0;3.0;2024;13.32
P001_0534;T001;2024-06-17;17590.38;22.71;1.29;2024;17.72
P001_0535;T001;2024-06-18;31077.52;20.56;3.44;2024;6.84
P001_0536;T001;2024-06-19;12661.41;21.42;2.58;2024;9.33
P001_0537;T001;2024-06-20;26516.93;20.61;3.39;2024;13.47
P001_0538;T001;2024-06-21;45372.25;22.45;1.55;2024;12.05
P001_0539;T001;2024-06-22;5862.01;22.31;1.69;2024;12.58
P001_0540;T001;2024-06-23;14202.23;19.3;4.7;2024;13.26
P001_0541;T001;2024-06-24;30488.38;21.67;2.33;2024;13.26
P001_0542;T001;2024-06-25;23246.34;22.84;1.16;2024;10.68
P001_0543;T001;2024-06-26;28814.77;22.02;1.98;2024;10.77
P001_0544;T001;2024-06-27;18558.26;20.74;3.26;2024;10.13
P001_0545;T001;2024-06-28;27545.74;22.66;1.34;2024;10.02
P001_0546;T001;2024-06-29;24018.07;22.75;1.25;2024;12.97
P001_0547;T001;2024-06-30;44638.88;22.77;1.23;2024;10.74
P001_0548;T001;2024-07-01;28461.34;22.39;1.61;2024;9.73
P001_0549;T001;2024-07-02;29039.01;21.99;2.01;2024;5.54
P001_0550;T001;2024-07-03;20561.49;21.05;2.95;2024;11.01
P001_0551;T001;2024-07-04;18348.74;22.26;1.74;2024;6.43
P001_0552;T001;2024-07-05;21503.37;22.86;1.14;2024;10.13
P001_0553;T001;2024-07-06;27306.38;20.85;3.15;2024;9.72
P001_0554;T001;2024-07-07;20156.56;22.6;1.4;2024;7.64
P001_0555;T001;2024-07-08;28275.23;22.25;1.75;2024;8.69
P001_0556;T001;2024-07-09;60313.35;22.21;1.79;2024;10.43
P001_0557;T001;2024-07-10;35957.27;21.43;2.57;2024;7.66
P001_0558;T001;2024-07-11;19216.61;20.78;3.22;2024;17.68
P001_0559;T001;2024-07-12;38547.53;21.84;2.16;2024;8.69
P001_0560;T001;2024-07-13;16692.32;21.01;2.99;2024;11.77
P001_0561;T001;2024-07-14;7016.66;21.73;2.27;2024;12.66
P001_0562;T001;2024-07-15;13494.81;21.4;2.6;2024;14.97
P001_0563;T001;2024-07-16;8428.07;22.77;1.23;2024;9.54
P001_0564;T001;2024-07-17;22623.86;22.6;1.4;2024;12.28
P001_0565;T001;2024-07-18;23885.9;22.21;1.79;2024;12.56
P001_0566;T001;2024-07-19;47567.44;22.71;1.29;2024;7.82
P001_0567;T001;2024-07-20;25751.94;21.58;2.42;2024;9.84
P001_0568;T001;2024-07-21;20729.58;22.01;1.99;2024;9.31
P001_0569;T001;2024-07-22;0.0;0.0;12.0;2024;10.43
P001_0570;T001;2024-07-23;6233.55;22.24;1.76;2024;10.68
P001_0571;T001;2024-07-24;27316.24;22.98;1.02;2024;11.95
P001_0572;T001;2024-07-25;34098.63;21.98;2.02;2024;8.29
P001_0573;T001;2024-07-26;9405.52;21.54;2.46;2024;10.84
P001_0574;T001;2024-07-27;39911.03;20.71;3.29;2024;9.94
P001_0575;T001;2024-07-28;23338.9;19.84;4.16;2024;8.44
P001_0576;T001;2024-07-29;18397.23;22.87;1.13;2024;9.23
P001_0577;T001;2024-07-30;32406.23;22.73;1.27;2024;10.48
P001_0578;T001;2024-07-31;60252.81;22.32;1.68;2024;11.99
P001_0579;T001;2024-08-01;19113.12;20.17;3.83;2024;12.93
P001_0580;T001;2024-08-02;24749.22;22.39;1.61;2024;12.59
P001_0581;T001;2024-08-03;17751.63;22.72;1.28;2024;12.28
P001_0582;T001;2024-08-04;11878.36;21.86;2.14;2024;11.94
P001_0583;T001;2024-08-05;32785.97;22.46;1.54;2024;14.7
P001_0584;T001;2024-08-06;12561.29;21.32;2.68;2024;11.73
P001_0585;T001;2024-08-07;22867.43;22.94;1.06;2024;8.18
P001_0586;T001;2024-08-08;15220.05;22.64;1.36;2024;10.96
P001_0587;T001;2024-08-09;24683.75;20.97;3.03;2024;11.92
P001_0588;T001;2024-08-10;23943.0;22.81;1.19;2024;11.97
P001_0589;T001;2024-08-11;35552.32;22.91;1.09;2024;12.15
P001_0590;T001;2024-08-12;16557.37;22.97;1.03;2024;11.21
P001_0591;T001;2024-08-13;17995.83;22.48;1.52;2024;12.34
P001_0592;T001;2024-08-14;10691.48;21.74;2.26;2024;11.96
P001_0593;T001;2024-08-15;23556.16267172577;20.53;3.47;2024;11.43
P001_0594;T001;2024-08-16;22370.57;21.68;2.32;2024;11.99
P001_0595;T001;2024-08-17;25583.66;22.57;1.43;2024;10.4
P001_0596;T001;2024-08-18;10104.23;21.99;2.01;2024;10.22
P001_0597;T001;2024-08-19;28596.41;22.69;1.31;2024;13.36
P001_0598;T001;2024-08-20;33490.35;21.9;2.1;2024;14.55
P001_0599;T001;2024-08-21;19266.1;21.53;2.47;2024;14.34
P001_0600;T001;2024-08-22;39020.84;22.88;1.12;2024;12.11
P001_0601;T001;2024-08-23;10229.63;22.92;1.08;2024;14.03
P001_0602;T001;2024-08-24;7292.72;21.74;2.26;2024;13.53
P001_0603;T001;2024-08-25;5014.03;22.79;1.21;2024;15.15
P001_0604;T001;2024-08-26;31295.4;20.7;3.3;2024;14.58
P001_0605;T001;2024-08-27;19702.62;20.83;3.17;2024;12.61
P001_0606;T001;2024-08-28;12929.11;17.76;6.24;2024;11.15
P001_0607;T001;2024-08-29;15698.14;21.01;2.99;2024;11.47
P001_0608;T001;2024-08-30;7682.77;22.59;1.41;2024;11.88
P001_0609;T001;2024-08-31;40710.51;18.68;5.32;2024;11.0
P001_0610;T001;2024-09-01;15024.35;21.05;2.95;2024;17.95
P001_0611;T001;2024-09-02;14706.11;22.66;1.34;2024;16.7
P001_0612;T001;2024-09-03;17043.75;18.98;5.02;2024;18.15
P001_0613;T001;2024-09-04;16834.0;21.34;2.66;2024;16.45
P001_0614;T001;2024-09-05;14856.01;22.57;1.43;2024;15.57
P001_0615;T001;2024-09-06;7892.5;22.36;1.64;2024;17.86
P001_0616;T001;2024-09-07;17987.95;22.44;1.56;2024;19.56
P001_0617;T001;2024-09-08;28282.77;20.58;3.42;2024;15.88
P001_0618;T001;2024-09-09;22495.33;21.02;2.98;2024;16.31
P001_0619;T001;2024-09-10;26551.95;22.29;1.71;2024;13.46
P001_0620;T001;2024-09-11;8321.84;22.3;1.7;2024;16.15
P001_0621;T001;2024-09-12;5736.9;22.97;1.03;2024;18.37
P001_0622;T001;2024-09-13;10869.3;22.75;1.25;2024;16.03
P001_0623;T001;2024-09-14;11188.83;21.34;2.66;2024;18.25
P001_0624;T001;2024-09-15;19593.02;21.93;2.07;2024;17.55
P001_0625;T001;2024-09-16;2784.51;22.79;1.21;2024;16.76
P001_0626;T001;2024-09-17;24749.29;22.41;1.59;2024;18.03
P001_0627;T001;2024-09-18;8764.51;20.61;3.39;2024;11.58
P001_0628;T001;2024-09-19;7024.61;21.64;2.36;2024;12.3
P001_0629;T001;2024-09-20;4474.64;21.05;2.95;2024;14.32
P001_0630;T001;2024-09-21;2202.41;19.33;4.67;2024;16.32
P001_0631;T001;2024-09-22;15739.05;22.44;1.56;2024;19.69
P001_0632;T001;2024-09-23;9590.55;22.54;1.46;2024;17.97
P001_0633;T001;2024-09-24;2767.13;20.26;3.74;2024;16.5
P001_0634;T001;2024-09-25;2734.01;21.97;2.03;2024;16.29
P001_0635;T001;2024-09-26;6141.74;20.53;3.47;2024;15.58
P001_0636;T001;2024-09-27;21150.9;22.49;1.51;2024;17.64
P001_0637;T001;2024-09-28;6470.59;21.48;2.52;2024;19.05
P001_0638;T001;2024-09-29;1758.61;19.45;4.55;2024;15.11
P001_0639;T001;2024-09-30;5620.03;20.63;3.37;2024;18.96
P001_0640;T001;2024-10-01;5005.91;20.64;3.36;2024;14.39
P001_0641;T001;2024-10-02;267.99;22.57;1.43;2024;21.99
P001_0642;T001;2024-10-03;6813.19;22.46;1.54;2024;22.41
P001_0643;T001;2024-10-04;5189.73;22.01;1.99;2024;18.59
P001_0644;T001;2024-10-05;11323.15;22.54;1.46;2024;18.21
P001_0645;T001;2024-10-06;18660.89;21.75;2.25;2024;19.62
P001_0646;T001;2024-10-07;13023.8;21.83;2.17;2024;18.61
P001_0647;T001;2024-10-08;4600.26;21.37;2.63;2024;23.77
P001_0648;T001;2024-10-09;2152.85;22.79;1.21;2024;22.89
P001_0649;T001;2024-10-10;23513.26;20.96;3.04;2024;17.85
P001_0650;T001;2024-10-11;5594.6;21.57;2.43;2024;17.25
P001_0651;T001;2024-10-12;5284.77;22.46;1.54;2024;20.71
P001_0652;T001;2024-10-13;5308.11;21.53;2.47;2024;20.54
P001_0653;T001;2024-10-14;6023.39;21.86;2.14;2024;17.83
P001_0654;T001;2024-10-15;4181.45;22.65;1.35;2024;20.0
P001_0655;T001;2024-10-16;2867.85;22.43;1.57;2024;19.73
P001_0656;T001;2024-10-17;2666.15;21.72;2.28;2024;21.22
P001_0657;T001;2024-10-18;4424.44;21.82;2.18;2024;22.87
P001_0658;T001;2024-10-19;2810.13;23.03;0.97;2024;22.81
P001_0659;T001;2024-10-20;1758.9;19.72;4.28;2024;20.81
P001_0660;T001;2024-10-21;4600.14;21.84;2.16;2024;20.53
P001_0661;T001;2024-10-22;2540.63;19.02;4.98;2024;20.03
P001_0662;T001;2024-10-23;10305.69;20.04;3.96;2024;19.61
P001_0663;T001;2024-10-24;25.86;19.97;4.03;2024;21.45
P001_0664;T001;2024-10-25;9675.65;22.55;1.45;2024;20.81
P001_0665;T001;2024-10-26;8840.85;21.56;2.44;2024;19.12
P001_0666;T001;2024-10-27;153.63;19.61;4.39;2024;17.25
P001_0667;T001;2024-10-28;2305.15;22.82;1.18;2024;22.42
P001_0668;T001;2024-10-29;2152.78;22.74;1.26;2024;21.18
P001_0669;T001;2024-10-30;539.32;22.54;1.46;2024;21.02
P001_0670;T001;2024-10-31;1261.0;21.64;2.36;2024;22.66
P001_0671;T001;2024-11-01;672.65;22.8;1.2;2024;18.98
P001_0672;T001;2024-11-02;11024.54;22.95;1.05;2024;28.51
P001_0673;T001;2024-11-03;5418.58;21.55;2.45;2024;22.62
P001_0674;T001;2024-11-04;7798.25;21.59;2.41;2024;23.54
P001_0675;T001;2024-11-05;5284.98;21.43;2.57;2024;23.73
P001_0676;T001;2024-11-06;589.63;19.79;4.21;2024;24.37
P001_0677;T001;2024-11-07;1380.97;22.65;1.35;2024;25.74
P001_0678;T001;2024-11-08;3685.2;22.82;1.18;2024;24.87
P001_0679;T001;2024-11-09;428.22;21.0;3.0;2024;23.73
P001_0680;T001;2024-11-10;4779.39;22.79;1.21;2024;27.11
P001_0681;T001;2024-11-11;1555.99;21.04;2.96;2024;24.64
P001_0682;T001;2024-11-12;1346.42;21.51;2.49;2024;25.28
P001_0683;T001;2024-11-13;4114.14;22.42;1.58;2024;24.56
P001_0684;T001;2024-11-14;3013.51;20.65;3.35;2024;23.83
P001_0685;T001;2024-11-15;1297.21;21.99;2.01;2024;24.52
P001_0686;T001;2024-11-16;4846.22;20.02;3.98;2024;26.65
P001_0687;T001;2024-11-17;352.73;20.39;3.61;2024;27.46
P001_0688;T001;2024-11-18;3078.64;19.29;4.71;2024;27.86
P001_0689;T001;2024-11-19;3113.64;22.34;1.66;2024;22.74
P001_0690;T001;2024-11-20;1169.19;22.59;1.41;2024;23.07
P001_0691;T001;2024-11-21;2161.76;21.54;2.46;2024;26.74
P001_0692;T001;2024-11-22;210.01;22.32;1.68;2024;25.88
P001_0693;T001;2024-11-23;3584.69;21.76;2.24;2024;26.38
P001_0694;T001;2024-11-24;1311.18;22.57;1.43;2024;24.35
P001_0695;T001;2024-11-25;689.81;21.44;2.56;2024;25.13
P001_0696;T001;2024-11-26;3406.35;18.89;5.11;2024;22.35
P001_0697;T001;2024-11-27;511.84;22.37;1.63;2024;22.1
P001_0698;T001;2024-11-28;99.11;21.48;2.52;2024;23.4
P001_0699;T001;2024-11-29;49.18;20.09;3.91;2024;24.34
P001_0700;T001;2024-11-30;2329.63;21.61;2.39;2024;24.71
P001_0701;T001;2024-12-01;99.54;19.06;4.94;2024;25.86
P001_0702;T001;2024-12-02;5610.05;19.9;4.1;2024;30.27
P001_0703;T001;2024-12-03;0.74;22.75;1.25;2024;29.4
P001_0704;T001;2024-12-04;5616.2;22.89;1.11;2024;28.1
P001_0705;T001;2024-12-05;1376.77;22.6;1.4;2024;31.69
P001_0706;T001;2024-12-06;997.82;21.87;2.13;2024;30.25
P001_0707;T001;2024-12-07;430.14;21.14;2.86;2024;28.5
P001_0708;T001;2024-12-08;1943.3;21.69;2.31;2024;25.73
P001_0709;T001;2024-12-09;894.06;21.33;2.67;2024;30.67
P001_0710;T001;2024-12-10;3273.25;20.12;3.88;2024;24.38
P001_0711;T001;2024-12-11;1135.75;21.07;2.93;2024;30.45
P001_0712;T001;2024-12-12;1187.98;22.28;1.72;2024;28.25
P001_0713;T001;2024-12-13;591.22;22.26;1.74;2024;29.55
P001_0714;T001;2024-12-14;901.01;22.56;1.44;2024;28.68
P001_0715;T001;2024-12-15;1325.77;22.92;1.08;2024;30.29
P001_0716;T001;2024-12-16;6.33;21.51;2.49;2024;30.28
P001_0717;T001;2024-12-17;49.34;22.83;1.17;2024;26.84
P001_0718;T001;2024-12-18;2573.04;22.39;1.61;2024;26.86
P001_0719;T001;2024-12-19;977.09;20.0;4.0;2024;30.24
P001_0720;T001;2024-12-20;605.23;22.52;1.48;2024;29.93
P001_0721;T001;2024-12-21;801.04;21.77;2.23;2024;30.42
P001_0722;T001;2024-12-22;1203.72;21.83;2.17;2024;28.63
P001_0723;T001;2024-12-23;386.06;22.53;1.47;2024;25.51
P001_0724;T001;2024-12-24;202.09;21.45;2.55;2024;30.33
P001_0725;T001;2024-12-25;969.66;20.89;3.11;2024;29.24
P001_0726;T001;2024-12-26;142.59;21.51;2.49;2024;26.7
P001_0727;T001;2024-12-27;1363.25;22.36;1.64;2024;28.66
P001_0728;T001;2024-12-28;7.01;22.71;1.29;2024;25.03
P001_0729;T001;2024-12-29;2863.25;22.33;1.67;2024;30.06
P001_0730;T001;2024-12-30;1751.78;21.85;2.15;2024;26.77
P001_0731;T001;2024-12-31;1331.97;22.32;1.68;2024;29.13
P001_0732;T001;2025-01-01;3026.862820014355;19.77;4.23;2025;28.7
P001_0733;T001;2025-01-02;6775.74631270824;21.64;2.36;2025;24.17
P001_0734;T001;2025-01-03;3079.352868917361;21.9;2.1;2025;28.31
P001_0735;T001;2025-01-04;0.420000391298583;20.16;3.84;2025;28.14
P001_0736;T001;2025-01-05;55.50005170731276;21.05;2.95;2025;30.98
P001_0737;T001;2025-01-06;388.47036192323947;22.26;1.74;2025;27.76
P001_0738;T001;2025-01-07;1099.221024102925;21.74;2.26;2025;29.53
P001_0739;T001;2025-01-08;1879.7417512847583;22.8;1.2;2025;28.6
P001_0740;T001;2025-01-09;266.2802480833016;21.04;2.96;2025;31.3
P001_0741;T001;2025-01-10;1416.6313198221708;21.87;2.13;2025;27.07
P001_0742;T001;2025-01-11;266.92024867956616;20.54;3.46;2025;28.59
P001_0743;T001;2025-01-12;420.34039161534855;22.66;1.34;2025;28.1
P001_0744;T001;2025-01-13;45.56004244657963;22.85;1.15;2025;28.25
P001_0745;T001;2025-01-14;200.67018695687298;22.45;1.55;2025;30.62
P001_0746;T001;2025-01-15;55.280051502346836;22.48;1.52;2025;31.88
P001_0747;T001;2025-01-16;182.33016987016822;21.39;2.61;2025;28.65
P001_0748;T001;2025-01-17;4421.56411940515;22.59;1.41;2025;27.94
P001_0749;T001;2025-01-18;192.5301793731338;21.69;2.31;2025;29.85
P001_0750;T001;2025-01-19;12856.461977882544;20.35;3.65;2025;27.05
P001_0751;T001;2025-01-20;2238.9520859475297;22.25;1.75;2025;33.54
P001_0752;T001;2025-01-21;1671.641557405627;20.53;3.47;2025;26.04
P001_0753;T001;2025-01-22;315.3502938000195;22.93;1.07;2025;26.63
P001_0754;T001;2025-01-23;2641.3224608208893;21.93;2.07;2025;28.3
P001_0755;T001;2025-01-24;532.6204962225031;22.37;1.63;2025;29.21
P001_0756;T001;2025-01-25;1792.9416704163846;22.15;1.85;2025;27.55
P001_0757;T001;2025-01-26;12233.001397027745;19.61;4.39;2025;28.14
P001_0758;T001;2025-01-27;1045.930974454588;18.76;5.24;2025;30.14
P001_0759;T001;2025-01-28;4996.614655158126;22.63;1.37;2025;31.57
P001_0760;T001;2025-01-29;490.88045733487724;23.03;0.97;2025;27.13
P001_0761;T001;2025-01-30;1519.791415932556;20.87;3.13;2025;26.18
P001_0762;T001;2025-01-31;6630.336177235081;19.54;4.46;2025;28.76
P001_0763;T001;2025-02-01;722.2506684722366;21.72;2.28;2025;26.68
P001_0764;T001;2025-02-02;8253.060444473305;20.46;3.54;2025;26.97
P001_0765;T001;2025-02-03;3125.932734499899;20.5;3.5;2025;31.31
P001_0766;T001;2025-02-04;866.666800722902;22.9;1.1;2025;26.04
P001_0767;T001;2025-02-05;3393.624101308694;21.59;2.41;2025;29.05
P001_0768;T001;2025-02-06;4264.291071888273;21.1;2.9;2025;28.66
P001_0769;T001;2025-02-07;3974.1487517588803;22.94;1.06;2025;26.37
P001_0770;T001;2025-02-08;120.44511438453127;22.78;1.22;2025;25.93
P001_0771;T001;2025-02-09;754.5520400648998;21.84;2.16;2025;25.25
P001_0772;T001;2025-02-10;1547.1256946175101;22.01;1.99;2025;27.95
P001_0773;T001;2025-02-11;2107.68949748288;22.37;1.63;2025;27.71
